0	58	-71	13	0	0	13	-71	58	0	
0	57	-72	14	0	0	14	-72	57	0	
0	57	-72	15	0	0	15	-72	57	0	
0	57	-73	16	0	0	16	-73	57	0	
0	57	-73	16	0	0	16	-73	57	0	
0	56	-74	17	0	0	17	-74	56	0	
0	56	-74	18	0	0	18	-74	56	0	
0	56	-75	19	0	0	19	-75	56	0	
0	56	-75	19	0	0	19	-75	56	0	
0	55	-76	20	0	0	20	-76	55	0	
0	55	-76	21	0	0	21	-76	55	0	
0	55	-76	22	0	0	22	-76	55	0	
0	54	-77	22	0	0	22	-77	54	0	
0	54	-77	23	0	0	23	-77	54	0	
0	54	-77	24	0	0	24	-77	54	0	
0	53	-78	25	0	0	25	-78	53	0	
0	53	-78	25	0	0	25	-78	53	0	
0	52	-79	26	0	0	26	-79	52	0	
0	52	-79	27	0	0	27	-79	52	0	
0	52	-79	27	0	0	27	-79	52	0	
